id,title,franchise,release_year,genres,vote_average,vote_count,director,top_actors,keywords
6548,Mike's New Car,"Monsters, Inc.",2002,"Animation, Family",6.9,141,Pete Docter,"Billy Crystal, John Goodman","car, short, pixar animation"
6549,The Smurfs,The Smurfs (Theatrical),2011,"Adventure, Animation, Comedy, Family, Fantasy",5.5,1201,Raja Gosnell,"Hank Azaria, Neil Patrick Harris, Jayma Mays","moon, magic, based on comic, animation, good vs evil"
6550,Dylan Dog: Dead of Night,,2011,"Action, Comedy, Horror, Mystery, Science Fiction, Thriller",4.5,142,Kevin Munroe,"Brandon Routh, Peter Stormare, Sam Huntington","detective, vampire, supernatural, zombie, werewolf"
6551,Friends with Benefits,,2011,"Comedy, Romance",6.5,2306,Will Gluck,"Justin Timberlake, Mila Kunis, Patricia Clarkson","funeral, friends, hospital, aftercreditsstinger, duringcreditsstinger"
6552,Alpha and Omega,Alpha and Omega,2010,"Animation, Family",5.3,125,Ben Gluck,"Hayden Panettiere, Justin Long, Dennis Hopper","wolf, arranged marriage, forbidden love, road trip"
6553,Legend of the Fist: The Return of Chen Zhen,,2010,"Action, Drama, History, Thriller",6.0,73,Andrew Lau,"Donnie Yen, Shu Qi, Yasuaki Kurata","assassination, martial arts, assassin"
6554,Blitz,,2011,"Action, Crime, Thriller",6.0,496,Elliott Lester,"Jason Statham, Paddy Considine, Aidan Gillen","based on novel, police detective"
6555,The Yellow Sea,,2010,"Crime, Drama, Thriller",7.3,110,Na Hong-jin,"Ha Jung-woo, Kim Yoon-seok, Cho Seong-ha",violence
6556,La nostra vita,,2010,Drama,6.0,42,Daniele Luchetti,"Elio Germano, Raoul Bova, Stefania Montorsi",
6557,Change of Plans,,2009,"Comedy, Romance",4.9,48,Danièle Thompson,"Karin Viard, Dany Boon, Marina Foïs",woman director
6558,Our Idiot Brother,,2011,"Comedy, Drama",5.9,369,Jesse Peretz,"Paul Rudd, Elizabeth Banks, Zooey Deschanel","brother sister relationship, sister sister relationship, duringcreditsstinger"
6559,Almanya: Welcome to Germany,,2011,"Comedy, Drama",6.5,53,Yasemin Samdereli,"Denis Moschitto, Fahri Yardım, Arnd Schimkat","immigrant, funeral, travel, school, photograph"
6560,Twixt,,2011,"Horror, Thriller",5.0,86,Francis Ford Coppola,"Val Kilmer, Bruce Dern, Ben Chaplin","sheriff, vampire, orphanage, writer, ghost"
6561,Death Race 2,Death Race,2010,"Action, Science Fiction, Thriller",5.5,323,Roel Reiné,"Luke Goss, Sean Bean, Danny Trejo","car race, bar, virgin, dystopia, bikini"
6562,Cyberbully,,2011,Drama,6.4,202,Charles Binamé,"Emily Osment, Kay Panabaker, Meaghan Rath","suicide attempt, bullying, betrayal, bully"
6563,Rise of the Planet of the Apes,Planet of the Apes (Reboot),2011,"Action, Drama, Science Fiction, Thriller",7.0,4452,Rupert Wyatt,"James Franco, Freida Pinto, John Lithgow","intelligence, zoo, dystopia, monkey"
6564,Terri,,2011,"Comedy, Drama",6.6,44,Azazel Jacobs,"Jacob Wysocki, John C. Reilly, Creed Bratton",urination
6565,The Change-Up,,2011,Comedy,5.9,753,David Dobkin,"Olivia Wilde, Ryan Reynolds, Jason Bateman","jealousy, wish, co-worker"
6566,The Help,,2011,Drama,7.9,1966,Tate Taylor,"Emma Stone, Viola Davis, Octavia Spencer","mississippi, based on novel, exploitation, racism, writer"
6567,30 Minutes or Less,,2011,"Action, Adventure, Comedy",5.6,537,Ruben Fleischer,"Jesse Eisenberg, Danny McBride, Aziz Ansari","adventure, comedy, aftercreditsstinger"
6568,Glee: The Concert Movie,,2011,"Documentary, Family",6.9,81,Kevin Tancharoen,"Dianna Agron, Lea Michele, Gwyneth Paltrow","concert, duringcreditsstinger"
6569,Anthony Zimmer,,2005,"Crime, Drama, Romance, Thriller",6.5,51,Jérôme Salle,"Sophie Marceau, Yvan Attal, Sami Frey","seduction, criminal"
6570,Gantz,Gantz,2011,"Action, Horror, Science Fiction",6.5,73,Shinsuke Sato,"Kazunari Ninomiya, Kenichi Matsuyama, Yuriko Yoshitaka","manga, alien"
6571,My Afternoons with Margueritte,,2010,"Comedy, Drama",7.2,59,Jean Becker,"Gérard Depardieu, Maurane, Gisèle Casadesus",older man younger woman relationship
6572,Final Destination 5,Final Destination,2011,"Horror, Mystery",5.9,892,Steven Quale,"Emma Bell, Nicholas D'Agosto, Miles Fisher","duringcreditsstinger, 3d"
6573,The Conspirator,,2010,"Crime, Drama, History",6.2,138,Robert Redford,"Evan Rachel Wood, James McAvoy, Kevin Kline","president, history, conspiracy, lawyer, trial"
6574,A Very Harold & Kumar Christmas,Harold & Kumar,2011,Comedy,6.0,335,Todd Strauss-Schulson,"Neil Patrick Harris, John Cho, Elias Koteas","holiday, indian lead, beer, christmas tree, sequel"
6575,Loose Cannons,,2010,"Comedy, Drama, Romance",7.1,122,Ferzan Ozpetek,"Nicole Grimaudo, Riccardo Scamarcio, Alessandro Preziosi",
6576,Spy Kids: All the Time in the World,Spy Kids,2011,"Action, Comedy, Family",4.4,228,Robert Rodriguez,"Jessica Alba, Mason Cook, Rowan Blanchard","spy, child hero, secret agent, espionage"
6577,Don't Be Afraid of the Dark,,2010,"Fantasy, Horror, Thriller",5.4,347,Troy Nixey,"Katie Holmes, Guy Pearce, Bailee Madison","monster, remake, creature"
6578,Fright Night,Fright Night (Reboot),2011,"Comedy, Horror",6.0,617,Craig Gillespie,"Anton Yelchin, Colin Farrell, Toni Collette","vampire, suspicion, remake"
6579,Another Earth,,2011,"Drama, Science Fiction",6.8,535,Mike Cahill,"William Mapother, Brit Marling, Matthew-Lee Erlbach","earth, tragedy, planet"
6580,Hesher,,2010,Drama,6.7,218,Spencer Susser,"Joseph Gordon-Levitt, Natalie Portman, Rainn Wilson","loss of mother, loss of wife, duringcreditsstinger"
6581,Cold Prey,Cold Prey,2006,"Drama, Horror, Mystery, Thriller",6.3,91,Roar Uthaug,"Ingrid Bolsø Berdal, Viktoria Winge, Rolf Kristian Larsen","hotel, mountain"
6582,Stake Land,Stake Land,2010,"Action, Drama, Horror, Science Fiction, Thriller",6.2,290,Jim Mickle,"Danielle Harris, Kelly McGillis, Nick Damici","male nudity, canada, vampire"
6583,The Greatest Movie Ever Sold,,2011,"Comedy, Documentary",6.3,89,Morgan Spurlock,"Morgan Spurlock, Peter Berg, Paul Brennan","comedian, comedy, duringcreditsstinger"
6584,The Debt,,2010,"Drama, Thriller",6.2,261,John Madden,"Helen Mirren, Ciarán Hinds, Tom Wilkinson","beach, secret agent, insane asylum"
6585,Colombiana,,2011,"Action, Crime, Drama, Thriller",6.5,848,Olivier Megaton,"Zoe Saldana, Cliff Curtis, Callum Blue","street gang, uncle, witness to murder"
6586,The Skin I Live In,,2011,"Drama, Horror, Mystery, Thriller",7.4,797,Pedro Almodóvar,"Antonio Banderas, Elena Anaya, Marisa Paredes",
6587,The Messengers 2: The Scarecrow,The Messengers,2009,Horror,5.1,47,Martin Barnewitz,"Norman Reedus, Heather Stephens, Claire Holt","farm, prequel"
6588,The Lodger,,2009,"Horror, Mystery, Thriller",5.5,42,David Ondaatje,"Alfred Molina, Hope Davis, Shane West",
6589,The Winning Season,,2009,"Comedy, Drama",6.4,45,Jim Strouse,"Sam Rockwell, Emma Roberts, Shareeka Epps","alcohol, restaurant, immigrant, bicycle, beer"
6590,Conan the Barbarian,,2011,"Action, Adventure, Fantasy",5.2,612,Marcus Nispel,"杰森·莫玛, Stephen Lang, Rachel Nichols","witch, sword, magic, slavery, princess"
6591,Prom,,2011,Comedy,5.7,139,Joe Nussbaum,"Aimee Teegarden, Thomas McDonell, Nicholas Braun","single parent, waitress, friendship, high school, prom"
6592,Walled In,,2009,"Horror, Thriller",4.6,54,Gilles Paquet-Brenner,"Mischa Barton, Cameron Bright, Deborah Kara Unger","suicide, sex, based on novel, explosive, kidnapping"
6593,Waiting for Forever,,2010,"Drama, Romance",5.7,122,James Keach,"Rachel Bilson, Tom Sturridge, Matthew Davis","love, hollywood"
6594,Project Nim,,2011,Documentary,6.8,52,James Marsh,"Bob Angelini, Bern Cohen, Reagan Leonard",
6595,Page Eight,The Worricker,2011,"Drama, Mystery, Thriller",6.8,63,David Hare,"Ralph Fiennes, Rachel Weisz, Bill Nighy",tv movie
6596,The Inbetweeners Movie,The Inbetweeners,2011,Comedy,6.2,341,Ben Palmer,"Simon Bird, James Buckley, Blake Harrison",holiday
6597,Red State,,2011,"Action, Horror, Thriller",5.9,321,Kevin Smith,"Michael Parks, John Goodman, Melissa Leo","christianity, homophobia, pastor, christian, gay interest"
6598,Chinese Take-Out,,2011,Comedy,7.1,95,Sebastián Borensztein,"Ricardo Darín, Muriel Santa Ana, Javier Pinto",
6599,Restraint,,2008,"Drama, Thriller",6.1,45,David Denneen,"Travis Fimmel, Teresa Palmer, Stephen Moyer","sex, robbery, shotgun, hostage, lie"
6600,A Better Life,,2011,Drama,7.0,54,Chris Weitz,"Demián Bichir, José Julián, Chelsea Rendon","california, garden, immigrant, truck"
6601,Wrecked,,2010,"Mystery, Thriller",5.2,104,Michael Greenspan,"Adrien Brody, Caroline Dhavernas, Ryan Robbins","robbery, survival, memory"
6602,I Don't Know How She Does It,,2011,"Comedy, Romance",5.0,142,Douglas McGrath,"Sarah Jessica Parker, Pierce Brosnan, Sarah Shahi","pregnancy, family vacation, widower"
6603,Shark Night,,2011,"Horror, Thriller",4.9,134,David R. Ellis,"Sara Paxton, Chris Carmack, Joel David Moore","dirty cop, shark, aftercreditsstinger"
6604,Beautiful Lies,,2010,"Comedy, Romance",5.8,48,Pierre Salvadori,"Audrey Tautou, Sami Bouajila, Nathalie Baye",love letter
6605,Contagion,,2011,"Drama, Science Fiction, Thriller",6.2,1351,Steven Soderbergh,"Matt Damon, Gwyneth Paltrow, Kate Winslet","saving the world, mutation, infection, terminal illness, quarantine"
6606,We Have a Pope,,2011,"Comedy, Drama",6.7,109,Nanni Moretti,"Michel Piccoli, Nanni Moretti, Margherita Buy",
6607,Sleeping Beauty,,2011,"Drama, Romance",5.3,186,Julia Leigh,"Emily Browning, Rachael Blake, Ewen Leslie","prostitute, eroticism, sadomasochism, student, prostitution"
6608,Straw Dogs,,2011,"Drama, Thriller",5.5,147,Rod Lurie,"James Marsden, Kate Bosworth, Alexander Skarsgård","southern usa, rape, bar, wife husband relationship, barn"
6609,Moneyball,,2011,Drama,7.0,1409,Bennett Miller,"Brad Pitt, Jonah Hill, Philip Seymour Hoffman","underdog, based on novel, baseball, sport, partner"
6610,"Fat, Sick & Nearly Dead","Fat, Sick & Nearly Dead",2010,Documentary,7.1,49,Joe Cross,"Joe Cross, Phil Riverstone, Amy Badberg",
6611,Le Havre,,2011,"Comedy, Drama",6.8,98,Aki Kaurismäki,"André Wilms, Kati Outinen, Blondin Miguel","poverty, policeman"
6612,Zindagi Na Milegi Dobara,,2011,"Comedy, Drama, Romance",7.6,83,Zoya Akhtar,"Hrithik Roshan, Farhan Akhtar, Abhay Deol","painter, cheating, poet, vacation, scuba diving"
6613,Restless,,2011,"Drama, Romance",6.3,156,Gus Van Sant,"Mia Wasikowska, Henry Hopper, Ryo Kase","japanese, sadness, book, funeral, romance"
6614,Neds,,2010,Drama,6.7,44,Peter Mullan,"Conor McCarron, Mhairi Anderson, Martin Bell","brother brother relationship, bridge, bullying, independent film, gang"
6615,Cold Fish,,2010,"Crime, Drama, Thriller",6.4,67,Sion Sono,"Mitsuru Fukikoshi, Denden, Megumi Kagurazaka","shower, knife, teenage girl, blood"
6616,Phineas and Ferb the Movie: Across the 2nd Dimension,,2011,"Animation, Comedy, Family",6.6,107,Dan Povenmire,"Dee Bradley Baker, Thomas Brodie-Sangster, Laura Dickinson","brother brother relationship, monster, secret agent, growing up, mad scientist"
6617,Point Blank,,2010,"Action, Crime, Thriller",6.4,141,Fred Cavayé,"Gérard Lanvin, Roschdy Zem, Elena Anaya","paris, race against time, hospital"
6618,Ironclad,Ironclad,2011,"Action, Adventure, History, Romance",6.2,231,Jonathan English,"James Purefoy, Kate Mara, Jason Flemyng","ambush, hero, fight, castle, battlefield"
6619,Northanger Abbey,,2007,"Drama, Romance",6.9,78,Jon Jones,"Geraldine James, Felicity Jones, J. J. Feild",
6620,Bereavement,,2010,"Crime, Horror, Mystery",5.2,46,Stevan Mena,"Alexandra Daddario, Michael Biehn, John Savage",prequel
6621,The Avengers,The Avengers,2012,"Action, Adventure, Science Fiction",7.4,12000,Joss Whedon,"Robert Downey Jr., Chris Evans, Mark Ruffalo","new york, marvel comic, superhero, based on comic, alien invasion"
6622,Tinker Tailor Soldier Spy,,2011,"Drama, Mystery, Thriller",6.6,856,Tomas Alfredson,"John Hurt, Gary Oldman, Kathy Burke","spy, cold war, espionage"
6623,A Separation,,2011,Drama,7.8,474,Asghar Farhadi,"Leila Hatami, Kimia Hosseini, Merila Zarei","class, money, maid, divorce"
6624,A Dangerous Method,,2011,"Drama, Thriller",6.2,589,David Cronenberg,"Keira Knightley, Viggo Mortensen, Michael Fassbender","based on novel, biography, based on play or musical, cigar smoking, based on true events"
6625,Warrior,,2011,"Action, Drama",7.7,1297,Gavin O'Connor,"Tom Hardy, Jennifer Morrison, Nick Nolte","bank, training, beating, teacher, combat"
6626,Sherlock Holmes,,2010,"Action, Drama, Fantasy, Horror, Mystery, Thriller",5.5,41,Rachel Goldenberg,"Ben Syder, Gareth David-Lloyd, Dominic Keating","sherlock holmes, woman director"
6627,The Ides of March,,2011,Drama,6.5,924,George Clooney,"Ryan Gosling, George Clooney, Philip Seymour Hoffman",politics
6628,Kill List,,2011,"Crime, Horror, Thriller",6.0,214,Ben Wheatley,"Neil Maskell, MyAnna Buring, Harry Simpson","hotel, wife husband relationship, hitman, infection, forest"
6629,Killer Elite,,2011,"Action, Adventure, Thriller",6.1,703,Gary McKendry,"Jason Statham, Clive Owen, Robert De Niro",rescue
6630,Bobby Fischer Against the World,,2011,"Documentary, Drama",6.9,46,Liz Garbus,"Bobby Fischer, Henry Kissinger","obsession, child prodigy, sport, celebrity, woman director"
6631,Bellflower,,2011,"Action, Drama, Romance",6.4,54,Evan Glodell,"Evan Glodell, Jessie Wiseman, Tyler Dawson","tattoo, weapon, independent film, gang, apocalypse"
6632,50/50,,2011,"Comedy, Drama",7.0,1287,Jonathan Levine,"Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick","painter, father son relationship, therapist, cancer, psychologist"
6633,The Turin Horse,,2011,Drama,7.4,65,Béla Tarr,"János Derzsi, Erika Bók, Mihály Kormos","horse, long take, black and white, woman director, very little dialogue"
6634,Once Upon a Time in Anatolia,,2011,"Crime, Drama",7.4,97,Nuri Bilge Ceylan,"Muhammet Uzuner, Yılmaz Erdoğan, Taner Birsel","buried alive, murder, dead body, doctor, policeman"
6635,The Artist,,2011,"Comedy, Drama, Romance",7.3,1075,Michel Hazanavicius,"Jean Dujardin, Bérénice Bejo, John Goodman","film producer, hollywood, dog, silent film, movie star"
6636,Enthiran,,2010,"Action, Comedy, Drama, Romance, Science Fiction",6.5,46,S. Shankar,"Rajinikanth, Aishwarya Rai Bachchan, Danny Denzongpa","love triangle, artificial intelligence, android, killer robot, robot"
6637,Take Shelter,,2011,"Drama, Thriller",7.1,479,Jeff Nichols,"Michael Shannon, Jessica Chastain, Katy Mixon","end of the world, apocalypse"
6638,The Music Never Stopped,,2011,Drama,7.3,42,Jim Kohlberg,"J.K. Simmons, Lou Taylor Pucci, Julia Ormond",independent film
6639,The Caller,,2011,"Horror, Mystery, Thriller",6.0,82,Matthew Parkhill,"Stephen Moyer, Rachelle Lefevre, Luis Guzmán","female nudity, sex scene"
6640,Real Steel,,2011,"Action, Drama, Science Fiction",6.6,2749,Shawn Levy,"Hugh Jackman, Dakota Goyo, Evangeline Lilly","father son relationship, fight, sport, robot"
6641,Hell,,2011,"Horror, Science Fiction, Thriller",5.7,76,Tim Fehlbaum,"Hannah Herzsprung, Lars Eidinger, Stipe Erceg",dystopia
6642,Father of Invention,,2010,"Comedy, Drama",5.2,48,Trent Cooper,"Kevin Spacey, Camilla Belle, Heather Graham","independent film, duringcreditsstinger"
6643,Footloose,,2011,"Drama, Romance",6.4,438,Craig Brewer,"Kenny Wormald, Julianne Hough, Andie MacDowell","dancing, dancer, dance, music, remake"
6644,The Thing,The Thing,2011,"Horror, Mystery, Science Fiction, Thriller",6.0,876,Matthijs van Heijningen Jr.,"Mary Elizabeth Winstead, Joel Edgerton, Ulrich Thomsen","paranoia, alien life-form, prequel, duringcreditsstinger"
6645,Tyrannosaur,,2011,"Drama, Romance",7.3,124,Paddy Considine,"Peter Mullan, Olivia Colman, Eddie Marsan","pub, urination"
6646,Martha Marcy May Marlene,,2011,"Drama, Thriller",6.7,278,Sean Durkin,"Elizabeth Olsen, Hugh Dancy, John Hawkes","sexual abuse, cult, mumblegore"
6647,We Need to Talk About Kevin,,2011,"Drama, Thriller",7.4,687,Lynne Ramsay,"John C. Reilly, Tilda Swinton, Ezra Miller","violence, killing spree, woman director"
6648,Tabloid,,2010,Documentary,6.3,44,Errol Morris,,
6649,The Three Musketeers,,2011,"Action, Adventure, Thriller",5.6,945,Paul W.S. Anderson,"Milla Jovovich, Orlando Bloom, Logan Lerman",3d
6650,In Time,,2011,"Action, Science Fiction, Thriller",6.7,3512,Andrew Niccol,"Justin Timberlake, Amanda Seyfried, Cillian Murphy","bank, future, time, dystopia, race against time"
6651,Margaret,,2011,Drama,6.1,86,Kenneth Lonergan,"Anna Paquin, Matt Damon, Mark Ruffalo","new york, bus, nightmare, witness, investigation"
6652,Carnage,,2011,"Comedy, Drama",7.0,760,Roman Polanski,"Kate Winslet, Jodie Foster, Christoph Waltz","flat, dark comedy, writer"
6653,Assassination Games,,2011,"Action, Crime, Drama",5.9,93,Ernie Barbarash,"Jean-Claude Van Damme, Scott Adkins, Kevin Chapman","fight, anti hero, karate, pistol, extreme violence"
6654,Margin Call,,2011,"Drama, Thriller",6.7,531,J.C. Chandor,"Kevin Spacey, Paul Bettany, Jeremy Irons","capitalism, wall street"
6655,Paranormal Activity 3,Paranormal Activity,2011,Horror,5.9,685,Henry Joost,"Katie Featherston, Sprague Grayden, Lauren Bittner","witch, sister sister relationship, sequel, prequel, haunting"
6656,Puncture,,2011,"Drama, Mystery",6.5,119,Mark Kassen,"Chris Evans, Michael Biehn, Vinessa Shaw",
6657,Polisse,,2011,Drama,7.9,292,Maïwenn,"Karin Viard, JoeyStarr, Marina Foïs",woman director
6658,A Little Bit of Heaven,,2011,"Comedy, Drama, Romance",6.2,205,Nicole Kassell,"Kate Hudson, Gael García Bernal, Romany Malco","cancer, co-worker, duringcreditsstinger, woman director"
6659,Johnny English Reborn,Johnny English,2011,"Action, Adventure, Comedy, Crime, Thriller",6.0,1026,Oliver Parker,"Rowan Atkinson, Dominic West, Gillian Anderson","cooking, kitchen, secret agent, sequel, mind control"
6660,Abduction,,2011,"Action, Mystery, Thriller",5.6,987,John Singleton,"Taylor Lautner, Lily Collins, Alfred Molina","cia, airport, hero, fight, kidnapping"
6661,This Must Be the Place,,2011,Drama,6.7,275,Paolo Sorrentino,"Sean Penn, Frances McDormand, Judd Hirsch","father son relationship, new mexico, rock, surrealism, relationship"
6662,Shame,,2011,Drama,7.0,897,Steve McQueen,"Michael Fassbender, Carey Mulligan, James Badge Dale","pornography, brother sister relationship, new york city"
6663,What's Your Number?,,2011,"Comedy, Romance",6.2,689,Mark Mylod,"Chris Evans, Anna Faris, Martin Freeman","based on novel, loser, mission, search, boyfriend"
6664,Dream House,,2011,"Drama, Mystery, Thriller",5.8,401,Jim Sheridan,"Daniel Craig, Naomi Watts, Rachel Weisz",
6665,Headhunters,,2011,"Crime, Thriller",7.2,404,Morten Tyldum,"Aksel Hennie, Nikolaj Coster-Waldau, Synnøve Macody Lund",police investigation
6666,Batman: Year One,,2011,"Action, Adventure, Animation, Crime, Science Fiction",7.1,255,Lauren Montgomery,"Ben McKenzie, Bryan Cranston, Eliza Dushku","dc comics, superhero, based on comic, police corruption, based on graphic novel"
6667,Mulan: Rise of a Warrior,,2009,"Action, Adventure, Drama",6.9,43,Jingle Ma,"Zhao Wei, Chen Kun, Hu Jun",
6668,Machine Gun Preacher,,2011,"Action, Crime, Thriller",6.4,292,Marc Forster,"Gerard Butler, Michelle Monaghan, Kathy Baker",duringcreditsstinger
6669,Anonymous,,2011,"Drama, History, Thriller",6.3,291,Roland Emmerich,"Jamie Campbell Bower, Rhys Ifans, David Thewlis","shakespeare, poet, political, duringcreditsstinger"
6670,Mr. Nice,,2010,"Comedy, Crime, Drama",6.0,52,Bernard Rose,"Rhys Ifans, Chloë Sevigny, David Thewlis","prison, sex, cia, biography, conspiracy"
